strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/England/PORT-1E7F241/2021	2021-01-08	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1547230	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Angela Beckett,Salman Goudarzi,Christopher Fearn,Kate Cook,Katie Loveson,Sharon Glaysher,Scott Elliott,Samuel Robson		
hCoV-19/Germany/NI-RKI-I-010932/2021	2021-01-19	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141060	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/NI-RKI-I-010949/2021	2021-01-19	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141077	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/NW-RKI-I-012139/2021	2021-01-28	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1142271	MVZ Dr. Eberhard & Partner Dortmund	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/NI-RKI-I-012774/2021	2021-01-26	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1142907	LabKom - Labor Hannover MVZ GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Austria/CeMM2421/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_854181	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/France/ARA-HCL021008732001/2021	2021-01-13	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1371800	LABORATOIRE NOVELAB	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Villefranche-sur-Saone
hCoV-19/Austria/CeMM2422/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_854182	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2426/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_853721	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Scotland/QEUH-11B65CA/2021	2021-01-31	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1054180	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Darren L Smith,Andrew Nelson,Matthew Bashton,Greg R Young,Joshua Loh,John Allan,Mohammad A Tariq,Giles S Holt,Gary Black,Wen C Yew,Lynn Dover,Paul Baker,Steve Liggett,Sarah Essex,Jane Greenaway,Debra Padgett,Clive Graham,Garren Scott,Edward Barton,Emma Swindells,Brendan Payne,Jennifer Collins,Yusri Taha,Gary Eltringham		
hCoV-19/Switzerland/VD-GEN2546/2021	2021-01-07	20I/501Y.V1	Switzerland	Vaud	Vaud	EPI_ISL_1120877	CHUV	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland		Trestan Pillonel, Damien Jacot, Sébastien Aeby, Gilbert Greub, Claire Bertelli		
hCoV-19/Italy/LAZ-INMI-176/2021	2021-01-09	20I/501Y.V1	Italy	Lazio	Lazio	EPI_ISL_941336	Ospedale San Camillo De Lellis di Rieti	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	INMI Lazzaro Spallanzani IRCCS		Cesare E.M. Gruber, Francesco Messina,  Martina Rueca, Emanuela Giombini, Barbara Bartolini, Ornella Butera, Stefano Venarubea, Luca Casertano,  Antonino Di Caro, Maria R. Capobianchi		
hCoV-19/Italy/LAZ-INMI-177/2021	2021-01-09	20I/501Y.V1	Italy	Lazio	Lazio	EPI_ISL_941337	Ospedale San Camillo De Lellis di Rieti	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	INMI Lazzaro Spallanzani IRCCS		Ornella Butera, Barbara Bartolini, Cesare E.M. Gruber, Martina Rueca,  Francesco Messina, Emanuela Giombini,  Stefano Venarubea, Assunta De Luca, Maria R. Capobianchi,  Antonino Di Caro		
hCoV-19/England/NORW-22BCEB/2021	2021-01-28	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1248959	Quadram Institute Bioscience	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin O’Grady		
hCoV-19/England/NORW-22BE21/2021	2021-01-28	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1248962	Quadram Institute Bioscience	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin O’Grady		
hCoV-19/England/ALDP-FA2E25/2021	2021-01-09	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1346482	Lighthouse Lab in Alderley Park	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Jacquelyn Wynn, Mairead Hyland, The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/Italy/SIC-IZS-2274/2021	2021-01-09	20I/501Y.V1	Italy	Sicily	Sicily	EPI_ISL_849763	Molecular Biology, IZS Sicilia	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Molecular Biology, IZS Sicilia		Reale,S., Seidita,G., Di Gaudio,F., Scibetta,S. and Vitale,F.		
hCoV-19/France/HDF-P79-21032M476/2021	2021-01-19	20I/501Y.V1	France	Hauts-de-France	Hauts-de-France	EPI_ISL_1911177	CH LENS	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CHU Lille - Laboratoire de Virologie		AIT YAHYA Emilie, ALIDJINOU Enagnon Kazali, BOCKET Laurence, CREPIN Michel, DEMAY Christophe, ENGELMANN Ilka, GEFFROY Sandrine, GUIGON Aurélie, LAZREK Mouna, NOBILLIAUX Florian, PREVOST Brigitte, THUILLIER Caroline, TINEZ Claire		
hCoV-19/Germany/BB-RKI-I-033724/2021	2021-01-31	20I/501Y.V1	Germany	Brandenburg	Brandenburg	EPI_ISL_1218037	Klinikum Ernst von Bergmann gemeinnützige GmbH - stationärer Bereich	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/France/ARA-CERBAHC-20211018-58/2021	2021-01-18	20I/501Y.V1	France	Auvergne-Rhône-Alpes	Auvergne-Rhône-Alpes	EPI_ISL_861500	Cerballiance Centre Est	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CERBA LAB		Chanard E; Gazzano V; Munier C; Prots L.		Rhone Alpes
hCoV-19/Denmark/DCGC-46678/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_1066188	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/England/CAMC-135B6D1/2021	2021-01-29	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1489513	Lighthouse Lab in Cambridge	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Rob Howes, The Lighthouse Lab in Cambridge and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/Austria/CeMM3087/2021	2021-01-15	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934665	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2428/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_854183	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2412/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_854180	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Germany/NW-RKI-I-013425/2021	2021-01-27	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1143560	Labor ZOTZ|KLIMAS; MVZ Düsseldorf-Centrum	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Austria/CeMM2424/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_854177	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2413/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_854176	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2419/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_853807	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2414/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_853809	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM2416/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_853810	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/England/LOND-12F3B28/2021	2021-01-02	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1308990	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer		
hCoV-19/England/CAMC-135B792/2021	2021-01-29	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1489525	Lighthouse Lab in Cambridge	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Rob Howes, The Lighthouse Lab in Cambridge and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/Germany/HH-RKI-I-012568/2021	2021-01-28	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1142701	amedes MVZ für Laboratoriumsmedizin Hamburg	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/HH-RKI-I-013307/2021	2021-01-29	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1143442	MVZ Labor Dr. Fenner und Kollegen (Standort Hamburg)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/HH-RKI-I-015780/2021	2021-01-25	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1145942	LabKom - Labor Hamburg-Lübeck	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Switzerland/ZH-UZH-IMV-3ba3d605/2021	2021-01-27	20I/501Y.V1	Switzerland	Zurich	Zurich	EPI_ISL_1082336	Spital Männedorf AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Institute of Medical Virology, University of Zurich		Verena Kufner, Gabriela Ziltener, Stefan Schmutz, Maryam Zaheri, Annette Audigé, Maria Grünberg, Kevin Steiner, Jon Huder, Cyril Shah, Riccarda Capaul, Guido Bloemberg, Jürg Böni, Michael Huber, Alexandra Trkola		
hCoV-19/France/HDF-IPP00671/2021	2021-01-08	20I/501Y.V1	France	Nord Pas de Calais	Nord Pas de Calais	EPI_ISL_872293	Hopital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris		Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Guigon AuréLie		Lille
hCoV-19/France/HDF-IPP00672/2021	2021-01-08	20I/501Y.V1	France	Nord Pas de Calais	Nord Pas de Calais	EPI_ISL_872261	Hopital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris		Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Guigon AuréLie		Lille
hCoV-19/France/HDF-IPP00673/2021	2021-01-08	20I/501Y.V1	France	Nord Pas de Calais	Nord Pas de Calais	EPI_ISL_872294	Hopital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris		Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Guigon AuréLie		Lille
hCoV-19/France/ARA-HCL021022886901/2021	2021-01-29	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1135015	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Lyon
hCoV-19/France/CVL-IPP01192/2021	2021-01-13	20I/501Y.V1	France	Centre	Centre	EPI_ISL_912555	C.H.R. d'Orléans - Hôpital de la Source	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris		Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Guinard Jérome		Orleans
hCoV-19/France/ARA-HCL021022956501/2021	2021-01-29	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1135022	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Lyon
hCoV-19/Germany/NW-RKI-I-014823/2021	2021-01-12	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1144961	MVZ Labor Krone GbR	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Denmark/DCGC-37160/2021	2021-01-18	20I/501Y.V1	Denmark	Sjaelland	Sjaelland	EPI_ISL_928301	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Germany/SH-RKI-I-012523/2021	2021-01-26	20I/501Y.V1	Germany	Schleswig-Holstein	Schleswig-Holstein	EPI_ISL_1142656	LADR Zentrallabor DR. Kramer & Kollegen Geesthacht	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Denmark/DCGC-36795/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_927936	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Denmark/DCGC-35568/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_926709	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Denmark/DCGC-38367/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_929508	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Switzerland/GEN2690/2021	2021-01-20	20I/501Y.V1	Switzerland	Vaud	Vaud	EPI_ISL_1007616	VIDYMED LAUSANNE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland		Trestan Pillonel, Damien Jacot, Sébastien Aeby, Gilbert Greub, Claire Bertelli		
hCoV-19/Denmark/DCGC-41016/2021	2021-01-25	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_972693	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Switzerland/VD-GEN3479/2021	2021-01-20	20I/501Y.V1	Switzerland	Vaud	Vaud	EPI_ISL_1370424	VIDYMED LAUSANNE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland		Trestan Pillonel, Damien Jacot, Sébastien Aeby, Gilbert Greub, Claire Bertelli		
hCoV-19/Italy/ABR-IZSGC-TE5708/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883303	SIESP DIPARTIMENTO DI PREVENZIONE CHIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”		Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G		
hCoV-19/Italy/LAZ-INMI-169/2021	2021-01-14	20I/501Y.V1	Italy	Lazio	Lazio	EPI_ISL_902753	Azienda Ospedaliera San Camillo Forlanini	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	INMI Lazzaro Spallanzani IRCCS		C.E.M Gruber, B Bartolini, E Giombini, M Rueca, O Butera, F Messina, D.Gallone, G Parisi, A Di Caro, MR Capobianchi		
